Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;Observation
2002;2002-06-02 00:00:00.000;" 14:30 ";Group F;Kashima Stadium;"Ibaraki ";Korea/Japan;Argentina;1;0;Nigeria;" "
2002;2002-06-02 00:00:00.000;" 16:30 ";Group B;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Paraguay;2;2;South Africa;" "
2002;2002-06-02 00:00:00.000;" 18:30 ";Group F;Saitama Stadium 2002;"Saitama ";Korea/Japan;England;1;1;Sweden;" "
2002;2002-06-02 00:00:00.000;" 20:30 ";Group B;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;Spain;3;1;Slovenia;" "
2002;2002-06-03 00:00:00.000;" 18:00 ";Group C;Munsu Football Stadium;"Ulsan ";Korea/Japan;Brazil;2;1;Turkey;" "
2002;2002-06-03 00:00:00.000;" 20:30 ";Group G;Sapporo Dome;"Sapporo ";Korea/Japan;Italy;2;0;Ecuador;" "
2002;2002-06-03 00:00:00.000;" 15:30 ";Group G;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Croatia;0;1;Mexico;" "
2002;2002-06-04 00:00:00.000;" 15:30 ";Group C;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;China PR;0;2;Costa Rica;" "
2002;2002-06-04 00:00:00.000;" 18:00 ";Group H;Saitama Stadium 2002;"Saitama ";Korea/Japan;Japan;2;2;Belgium;" "
2002;2002-06-04 00:00:00.000;" 20:30 ";Group D;Busan Asiad Main Stadium;"Busan ";Korea/Japan;Korea Republic;2;0;Poland;" "
2002;2002-06-05 00:00:00.000;" 15:30 ";Group H;Kobe Wing Stadium;"Kobe ";Korea/Japan;Russia;2;0;Tunisia;" "
2002;2002-06-05 00:00:00.000;" 18:00 ";Group D;Suwon World Cup Stadium;"Suwon ";Korea/Japan;USA;3;2;Portugal;" "
2002;2002-06-05 00:00:00.000;" 20:30 ";Group E;Kashima Stadium;"Ibaraki ";Korea/Japan;Germany;1;1;Republic of Ireland;" "
2002;2002-06-06 00:00:00.000;" 15:30 ";Group A;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Denmark;1;1;Senegal;" "
2002;2002-06-06 00:00:00.000;" 18:00 ";Group E;Saitama Stadium 2002;"Saitama ";Korea/Japan;Cameroon;1;0;Saudi Arabia;" "
2002;2002-06-06 00:00:00.000;" 20:30 ";Group A;Busan Asiad Main Stadium;"Busan ";Korea/Japan;France;0;0;Uruguay;" "
2002;2002-06-07 00:00:00.000;" 15:30 ";Group F;Kobe Wing Stadium;"Kobe ";Korea/Japan;Sweden;2;1;Nigeria;" "
2002;2002-06-07 00:00:00.000;" 20:30 ";Group F;Sapporo Dome;"Sapporo ";Korea/Japan;Argentina;0;1;England;" "
2002;2002-06-07 00:00:00.000;" 18:00 ";Group B;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Spain;3;1;Paraguay;" "
2002;2002-06-08 00:00:00.000;" 15:30 ";Group B;Daegu World Cup Stadium;"Daegu ";Korea/Japan;South Africa;1;0;Slovenia;" "
2002;2002-06-08 00:00:00.000;" 20:30 ";Group C;Jeju World Cup Stadium;"Jeju ";Korea/Japan;Brazil;4;0;China PR;" "
2002;2002-06-08 00:00:00.000;" 18:00 ";Group G;Kashima Stadium;"Ibaraki ";Korea/Japan;Italy;1;2;Croatia;" "
2002;2002-06-09 00:00:00.000;" 18:00 ";Group C;Incheon Football Stadium;"Incheon ";Korea/Japan;Costa Rica;1;1;Turkey;" "
2002;2002-06-09 00:00:00.000;" 20:30 ";Group H;International Stadium Yokohama;"Yokohama ";Korea/Japan;Japan;1;0;Russia;" "
2002;2002-06-09 00:00:00.000;" 15:30 ";Group G;Miyagi Stadium;"Rifu ";Korea/Japan;Mexico;2;1;Ecuador;" "
2002;2002-06-10 00:00:00.000;" 15:30 ";Group D;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Korea Republic;1;1;USA;" "
2002;2002-06-10 00:00:00.000;" 20:30 ";Group D;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Portugal;4;0;Poland;" "
2002;2002-06-10 00:00:00.000;" 18:00 ";Group H;Oita Stadium Big Eye;"Oita ";Korea/Japan;Tunisia;1;1;Belgium;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Incheon Football Stadium;"Incheon ";Korea/Japan;Denmark;2;0;France;" "
2002;2002-06-11 00:00:00.000;" 15:30 ";Group A;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Senegal;3;3;Uruguay;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;International Stadium Yokohama;"Yokohama ";Korea/Japan;Saudi Arabia;0;3;Republic of Ireland;" "
2002;2002-06-11 00:00:00.000;" 20:30 ";Group E;Shizuoka Stadium Ecopa;"Shizuoka ";Korea/Japan;Cameroon;0;2;Germany;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Miyagi Stadium;"Rifu ";Korea/Japan;Sweden;1;1;Argentina;" "
2002;2002-06-12 00:00:00.000;" 15:30 ";Group F;Osaka Nagai Stadium;"Osaka ";Korea/Japan;Nigeria;0;0;England;" "
2002;2002-06-12 00:00:00.000;" 20:30 ";Group B;Jeju World Cup Stadium;"Jeju ";Korea/Japan;Slovenia;1;3;Paraguay;" "
2002;2002-06-12 00:00:00.000;" 20:30 ";Group B;Daejeon World Cup Stadium;"Daejeon ";Korea/Japan;South Africa;2;3;Spain;" "
2002;2002-06-13 00:00:00.000;" 15:30 ";Group C;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Costa Rica;2;5;Brazil;" "
2002;2002-06-13 00:00:00.000;" 15:30 ";Group C;Seoul World Cup Stadium;"Seoul ";Korea/Japan;Turkey;3;0;China PR;" "
2002;2002-06-13 00:00:00.000;" 20:30 ";Group G;International Stadium Yokohama;"Yokohama ";Korea/Japan;Ecuador;1;0;Croatia;" "
2002;2002-06-13 00:00:00.000;" 20:30 ";Group G;Oita Stadium Big Eye;"Oita ";Korea/Japan;Mexico;1;1;Italy;" "
2002;2002-06-14 00:00:00.000;" 15:30 ";Group H;Osaka Nagai Stadium;"Osaka ";Korea/Japan;Tunisia;0;2;Japan;" "
2002;2002-06-14 00:00:00.000;" 20:30 ";Group D;Incheon Football Stadium;"Incheon ";Korea/Japan;Portugal;0;1;Korea Republic;" "
2002;2002-06-14 00:00:00.000;" 20:30 ";Group D;Daejeon World Cup Stadium;"Daejeon ";Korea/Japan;Poland;3;1;USA;" "
2002;2002-06-14 00:00:00.000;" 15:30 ";Group H;Shizuoka Stadium Ecopa;"Shizuoka ";Korea/Japan;Belgium;3;2;Russia;" "
2002;2002-06-15 00:00:00.000;" 20:30 ";Round of 16;Niigata Stadium Big Swan;"Niigata ";Korea/Japan;Denmark;0;3;England;" "
2002;2002-06-15 00:00:00.000;" 15:30 ";Round of 16;Jeju World Cup Stadium;"Jeju ";Korea/Japan;Germany;1;0;Paraguay;" "
2002;2002-06-16 00:00:00.000;" 20:30 ";Round of 16;Suwon World Cup Stadium;"Suwon ";Korea/Japan;Spain;1;1;Republic of Ireland;"Spain win on penalties (3 - 2) "
2002;2002-06-16 00:00:00.000;" 15:30 ";Round of 16;Oita Stadium Big Eye;"Oita ";Korea/Japan;Sweden;1;2;Senegal;"Win on Golden Goal "
2002;2002-06-17 00:00:00.000;" 20:30 ";Round of 16;Kobe Wing Stadium;"Kobe ";Korea/Japan;Brazil;2;0;Belgium;" "
2002;2002-06-17 00:00:00.000;" 15:30 ";Round of 16;Jeonju World Cup Stadium;"Jeonju ";Korea/Japan;Mexico;0;2;USA;" "
2002;2002-06-18 00:00:00.000;" 15:30 ";Round of 16;Miyagi Stadium;"Rifu ";Korea/Japan;Japan;0;1;Turkey;" "
2002;2002-06-18 00:00:00.000;" 20:30 ";Round of 16;Daejeon World Cup Stadium;"Daejeon ";Korea/Japan;Korea Republic;2;1;Italy;"Win on Golden Goal "
2002;2002-06-21 00:00:00.000;" 15:30 ";Quarter-finals;Shizuoka Stadium Ecopa;"Shizuoka ";Korea/Japan;England;1;2;Brazil;" "
2002;2002-06-21 00:00:00.000;" 20:30 ";Quarter-finals;Munsu Football Stadium;"Ulsan ";Korea/Japan;Germany;1;0;USA;" "
2002;2002-06-22 00:00:00.000;" 20:30 ";Quarter-finals;Osaka Nagai Stadium;"Osaka ";Korea/Japan;Senegal;0;1;Turkey;"Win on Golden Goal "
2002;2002-06-22 00:00:00.000;" 15:30 ";Quarter-finals;Gwangju World Cup Stadium;"Gwangju ";Korea/Japan;Spain;0;0;Korea Republic;"Korea Republic win on penalties (3 - 5) "
2002;2002-06-25 00:00:00.000;" 20:30 ";Semi-finals;Seoul World Cup Stadium;"Seoul ";Korea/Japan;Germany;1;0;Korea Republic;" "
2002;2002-06-26 00:00:00.000;" 20:30 ";Semi-finals;Saitama Stadium 2002;"Saitama ";Korea/Japan;Brazil;1;0;Turkey;" "
2002;2002-06-29 00:00:00.000;" 20:00 ";Third place;Daegu World Cup Stadium;"Daegu ";Korea/Japan;Korea Republic;2;3;Turkey;" "
2002;2002-06-30 00:00:00.000;" 20:00 ";Final;International Stadium Yokohama;"Yokohama ";Korea/Japan;Germany;0;2;Brazil;" "
2006;2006-06-09 00:00:00.000;" 18:00 ";Group A;FIFA World Cup Stadium, Munich;"Munich ";Germany;Germany;4;2;Costa Rica;" "
2006;2006-06-09 00:00:00.000;" 21:00 ";Group A;FIFA World Cup Stadium, Gelsenkirchen;"Gelsenkirchen ";Germany;Poland;0;2;Ecuador;" "
2006;2006-06-10 00:00:00.000;" 15:00 ";Group B;FIFA World Cup Stadium, Frankfurt;"Frankfurt/Main ";Germany;England;1;0;Paraguay;" "
2006;2006-06-10 00:00:00.000;" 18:00 ";Group B;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Trinidad and Tobago;0;0;Sweden;" "
2006;2006-06-10 00:00:00.000;" 21:00 ";Group C;FIFA World Cup Stadium, Hamburg;"Hamburg ";Germany;Argentina;2;1;Cï¿½te d'Ivoire;" "
2006;2006-06-11 00:00:00.000;" 15:00 ";Group C;Zentralstadion;"Leipzig ";Germany;Serbia and Montenegro;0;1;Netherlands;" "
2006;2006-06-11 00:00:00.000;" 18:00 ";Group D;Franken-Stadion;"Nuremberg ";Germany;Mexico;3;1;Iran;" "
2006;2006-06-11 00:00:00.000;" 21:00 ";Group D;FIFA World Cup Stadium, Cologne;"Cologne ";Germany;Angola;0;1;Portugal;" "
2006;2006-06-12 00:00:00.000;" 15:00 ";Group F;Fritz-Walter-Stadion;"Kaiserslautern ";Germany;Australia;3;1;Japan;" "
2006;2006-06-12 00:00:00.000;" 18:00 ";Group E;FIFA World Cup Stadium, Gelsenkirchen;"Gelsenkirchen ";Germany;USA;0;3;Czech Republic;" "
2006;2006-06-12 00:00:00.000;" 21:00 ";Group E;FIFA World Cup Stadium, Hanover;"Hanover ";Germany;Italy;2;0;Ghana;" "
2006;2006-06-13 00:00:00.000;" 15:00 ";Group G;FIFA World Cup Stadium, Frankfurt;"Frankfurt/Main ";Germany;Korea Republic;2;1;Togo;" "
2006;2006-06-13 00:00:00.000;" 18:00 ";Group G;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;France;0;0;Switzerland;" "
2006;2006-06-13 00:00:00.000;" 21:00 ";Group F;Olympiastadion;"Berlin ";Germany;Brazil;1;0;Croatia;" "
2006;2006-06-14 00:00:00.000;" 15:00 ";Group H;Zentralstadion;"Leipzig ";Germany;Spain;4;0;Ukraine;" "
2006;2006-06-14 00:00:00.000;" 18:00 ";Group H;FIFA World Cup Stadium, Munich;"Munich ";Germany;Tunisia;2;2;Saudi Arabia;" "
2006;2006-06-14 00:00:00.000;" 21:00 ";Group A;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Germany;1;0;Poland;" "
2006;2006-06-15 00:00:00.000;" 15:00 ";Group A;FIFA World Cup Stadium, Hamburg;"Hamburg ";Germany;Ecuador;3;0;Costa Rica;" "
2006;2006-06-15 00:00:00.000;" 18:00 ";Group B;Franken-Stadion;"Nuremberg ";Germany;England;2;0;Trinidad and Tobago;" "
2006;2006-06-15 00:00:00.000;" 21:00 ";Group B;Olympiastadion;"Berlin ";Germany;Sweden;1;0;Paraguay;" "
2006;2006-06-16 00:00:00.000;" 15:00 ";Group C;FIFA World Cup Stadium, Gelsenkirchen;"Gelsenkirchen ";Germany;Argentina;6;0;Serbia and Montenegro;" "
2006;2006-06-16 00:00:00.000;" 18:00 ";Group C;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;Netherlands;2;1;Cï¿½te d'Ivoire;" "
2006;2006-06-16 00:00:00.000;" 21:00 ";Group D;FIFA World Cup Stadium, Hanover;"Hanover ";Germany;Mexico;0;0;Angola;" "
2006;2006-06-17 00:00:00.000;" 15:00 ";Group D;FIFA World Cup Stadium, Frankfurt;"Frankfurt/Main ";Germany;Portugal;2;0;IR Iran;" "
2006;2006-06-17 00:00:00.000;" 18:00 ";Group E;FIFA World Cup Stadium, Cologne;"Cologne ";Germany;Czech Republic;0;2;Ghana;" "
2006;2006-06-17 00:00:00.000;" 21:00 ";Group E;Fritz-Walter-Stadion;"Kaiserslautern ";Germany;Italy;1;1;USA;" "
2006;2006-06-18 00:00:00.000;" 15:00 ";Group F;Franken-Stadion;"Nuremberg ";Germany;Japan;0;0;Croatia;" "
2006;2006-06-18 00:00:00.000;" 18:00 ";Group F;FIFA World Cup Stadium, Munich;"Munich ";Germany;Brazil;2;0;Australia;" "
2006;2006-06-18 00:00:00.000;" 21:00 ";Group G;Zentralstadion;"Leipzig ";Germany;France;1;1;Korea Republic;" "
2006;2006-06-19 00:00:00.000;" 15:00 ";Group G;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Togo;0;2;Switzerland;" "
2006;2006-06-19 00:00:00.000;" 18:00 ";Group H;FIFA World Cup Stadium, Hamburg;"Hamburg ";Germany;Saudi Arabia;0;4;Ukraine;" "
2006;2006-06-19 00:00:00.000;" 21:00 ";Group H;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;Spain;3;1;Tunisia;" "
2006;2006-06-20 00:00:00.000;" 16:00 ";Group A;Olympiastadion;"Berlin ";Germany;Ecuador;0;3;Germany;" "
2006;2006-06-20 00:00:00.000;" 16:00 ";Group A;FIFA World Cup Stadium, Hanover;"Hanover ";Germany;Costa Rica;1;2;Poland;" "
2006;2006-06-20 00:00:00.000;" 21:00 ";Group B;FIFA World Cup Stadium, Cologne;"Cologne ";Germany;Sweden;2;2;England;" "
2006;2006-06-20 00:00:00.000;" 21:00 ";Group B;Fritz-Walter-Stadion;"Kaiserslautern ";Germany;Paraguay;2;0;Trinidad and Tobago;" "
2006;2006-06-21 00:00:00.000;" 16:00 ";Group D;Zentralstadion;"Leipzig ";Germany;Iran;1;1;Angola;" "
2006;2006-06-21 00:00:00.000;" 16:00 ";Group D;FIFA World Cup Stadium, Gelsenkirchen;"Gelsenkirchen ";Germany;Portugal;2;1;Mexico;" "
2006;2006-06-21 00:00:00.000;" 21:00 ";Group C;FIFA World Cup Stadium, Frankfurt;"Frankfurt/Main ";Germany;Netherlands;0;0;Argentina;" "
2006;2006-06-21 00:00:00.000;" 21:00 ";Group C;FIFA World Cup Stadium, Munich;"Munich ";Germany;Cï¿½te d'Ivoire;3;2;Serbia and Montenegro;" "
2006;2006-06-22 00:00:00.000;" 16:00 ";Group E;FIFA World Cup Stadium, Hamburg;"Hamburg ";Germany;Czech Republic;0;2;Italy;" "
2006;2006-06-22 00:00:00.000;" 16:00 ";Group E;Franken-Stadion;"Nuremberg ";Germany;Ghana;2;1;USA;" "
2006;2006-06-22 00:00:00.000;" 21:00 ";Group F;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Japan;1;4;Brazil;" "
2006;2006-06-22 00:00:00.000;" 21:00 ";Group F;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;Croatia;2;2;Australia;" "
2006;2006-06-23 00:00:00.000;" 16:00 ";Group H;Olympiastadion;"Berlin ";Germany;Ukraine;1;0;Tunisia;" "
2006;2006-06-23 00:00:00.000;" 16:00 ";Group H;Fritz-Walter-Stadion;"Kaiserslautern ";Germany;Saudi Arabia;0;1;Spain;" "
2006;2006-06-23 00:00:00.000;" 21:00 ";Group G;FIFA World Cup Stadium, Cologne;"Cologne ";Germany;Togo;0;2;France;" "
2006;2006-06-23 00:00:00.000;" 21:00 ";Group G;FIFA World Cup Stadium, Hanover;"Hanover ";Germany;Switzerland;2;0;Korea Republic;" "
2006;2006-06-24 00:00:00.000;" 17:00 ";Round of 16;FIFA World Cup Stadium, Munich;"Munich ";Germany;Germany;2;0;Sweden;" "
2006;2006-06-24 00:00:00.000;" 21:00 ";Round of 16;Zentralstadion;"Leipzig ";Germany;Argentina;2;1;Mexico;"Argentina win after extra time "
2006;2006-06-25 00:00:00.000;" 17:00 ";Round of 16;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;England;1;0;Ecuador;" "
2006;2006-06-25 00:00:00.000;" 21:00 ";Round of 16;Franken-Stadion;"Nuremberg ";Germany;Portugal;1;0;Netherlands;" "
2006;2006-06-26 00:00:00.000;" 17:00 ";Round of 16;Fritz-Walter-Stadion;"Kaiserslautern ";Germany;Italy;1;0;Australia;" "
2006;2006-06-26 00:00:00.000;" 21:00 ";Round of 16;FIFA World Cup Stadium, Cologne;"Cologne ";Germany;Switzerland;0;0;Ukraine;"Ukraine win on penalties (0 - 3) "
2006;2006-06-27 00:00:00.000;" 17:00 ";Round of 16;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Brazil;3;0;Ghana;" "
2006;2006-06-27 00:00:00.000;" 21:00 ";Round of 16;FIFA World Cup Stadium, Hanover;"Hanover ";Germany;Spain;1;3;France;" "
2006;2006-06-30 00:00:00.000;" 17:00 ";Quarter-finals;Olympiastadion;"Berlin ";Germany;Germany;1;1;Argentina;"Germany win on penalties (4 - 2) "
2006;2006-06-30 00:00:00.000;" 21:00 ";Quarter-finals;FIFA World Cup Stadium, Hamburg;"Hamburg ";Germany;Italy;3;0;Ukraine;" "
2006;2006-07-01 00:00:00.000;" 17:00 ";Quarter-finals;FIFA World Cup Stadium, Gelsenkirchen;"Gelsenkirchen ";Germany;England;0;0;Portugal;"Portugal win on penalties (1 - 3) "
2006;2006-07-01 00:00:00.000;" 21:00 ";Quarter-finals;FIFA World Cup Stadium, Frankfurt;"Frankfurt/Main ";Germany;Brazil;0;1;France;" "
2006;2006-07-04 00:00:00.000;" 21:00 ";Semi-finals;FIFA World Cup Stadium, Dortmund;"Dortmund ";Germany;Germany;0;2;Italy;"Italy win after extra time "
2006;2006-07-05 00:00:00.000;" 21:00 ";Semi-finals;FIFA World Cup Stadium, Munich;"Munich ";Germany;Portugal;0;1;France;" "
2006;2006-07-08 00:00:00.000;" 21:00 ";Third place;Gottlieb-Daimler-Stadion;"Stuttgart ";Germany;Germany;3;1;Portugal;" "
2006;2006-07-09 00:00:00.000;" 20:00 ";Final;Olympiastadion;"Berlin ";Germany;Italy;1;1;France;"Italy win on penalties (5 - 3) "
2010;2010-06-11 00:00:00.000;" 16:00 ";Group A;Soccer City Stadium;"Johannesburg ";South Africa;South Africa;1;1;Mexico;" "
2010;2010-06-11 00:00:00.000;" 20:30 ";Group A;Cape Town Stadium;"Cape Town ";South Africa;Uruguay;0;0;France;" "
2010;2010-06-12 00:00:00.000;" 13:30 ";Group B;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Korea Republic;2;0;Greece;" "
2010;2010-06-12 00:00:00.000;" 16:00 ";Group B;Ellis Park Stadium;"Johannesburg ";South Africa;Argentina;1;0;Nigeria;" "
2010;2010-06-12 00:00:00.000;" 20:30 ";Group C;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;England;1;1;USA;" "
2010;2010-06-13 00:00:00.000;" 13:30 ";Group C;Peter Mokaba Stadium;"Polokwane ";South Africa;Algeria;0;1;Slovenia;" "
2010;2010-06-13 00:00:00.000;" 16:00 ";Group D;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;Serbia;0;1;Ghana;" "
2010;2010-06-13 00:00:00.000;" 20:30 ";Group D;Durban Stadium;"Durban ";South Africa;Germany;4;0;Australia;" "
2010;2010-06-14 00:00:00.000;" 13:30 ";Group E;Soccer City Stadium;"Johannesburg ";South Africa;Netherlands;2;0;Denmark;" "
2010;2010-06-14 00:00:00.000;" 16:00 ";Group E;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;Japan;1;0;Cameroon;" "
2010;2010-06-14 00:00:00.000;" 20:30 ";Group F;Cape Town Stadium;"Cape Town ";South Africa;Italy;1;1;Paraguay;" "
2010;2010-06-15 00:00:00.000;" 13:30 ";Group F;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;New Zealand;1;1;Slovakia;" "
2010;2010-06-15 00:00:00.000;" 16:00 ";Group G;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Cï¿½te d'Ivoire;0;0;Portugal;" "
2010;2010-06-15 00:00:00.000;" 20:30 ";Group G;Ellis Park Stadium;"Johannesburg ";South Africa;Brazil;2;1;Korea DPR;" "
2010;2010-06-16 00:00:00.000;" 13:30 ";Group H;Mbombela Stadium;"Nelspruit ";South Africa;Honduras;0;1;Chile;" "
2010;2010-06-16 00:00:00.000;" 16:00 ";Group H;Durban Stadium;"Durban ";South Africa;Spain;0;1;Switzerland;" "
2010;2010-06-16 00:00:00.000;" 20:30 ";Group A;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;South Africa;0;3;Uruguay;" "
2010;2010-06-17 00:00:00.000;" 13:30 ";Group B;Soccer City Stadium;"Johannesburg ";South Africa;Argentina;4;1;Korea Republic;" "
2010;2010-06-17 00:00:00.000;" 16:00 ";Group B;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;Greece;2;1;Nigeria;" "
2010;2010-06-17 00:00:00.000;" 20:30 ";Group A;Peter Mokaba Stadium;"Polokwane ";South Africa;France;0;2;Mexico;" "
2010;2010-06-18 00:00:00.000;" 13:30 ";Group D;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Germany;0;1;Serbia;" "
2010;2010-06-18 00:00:00.000;" 16:00 ";Group C;Ellis Park Stadium;"Johannesburg ";South Africa;Slovenia;2;2;USA;" "
2010;2010-06-18 00:00:00.000;" 20:30 ";Group C;Cape Town Stadium;"Cape Town ";South Africa;England;0;0;Algeria;" "
2010;2010-06-19 00:00:00.000;" 13:30 ";Group E;Durban Stadium;"Durban ";South Africa;Netherlands;1;0;Japan;" "
2010;2010-06-19 00:00:00.000;" 16:00 ";Group D;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;Ghana;1;1;Australia;" "
2010;2010-06-19 00:00:00.000;" 20:30 ";Group E;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;Cameroon;1;2;Denmark;" "
2010;2010-06-20 00:00:00.000;" 13:30 ";Group F;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;Slovakia;0;2;Paraguay;" "
2010;2010-06-20 00:00:00.000;" 16:00 ";Group F;Mbombela Stadium;"Nelspruit ";South Africa;Italy;1;1;New Zealand;" "
2010;2010-06-20 00:00:00.000;" 20:30 ";Group G;Soccer City Stadium;"Johannesburg ";South Africa;Brazil;3;1;Cï¿½te d'Ivoire;" "
2010;2010-06-21 00:00:00.000;" 13:30 ";Group G;Cape Town Stadium;"Cape Town ";South Africa;Portugal;7;0;Korea DPR;" "
2010;2010-06-21 00:00:00.000;" 16:00 ";Group H;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Chile;1;0;Switzerland;" "
2010;2010-06-21 00:00:00.000;" 20:30 ";Group H;Ellis Park Stadium;"Johannesburg ";South Africa;Spain;2;0;Honduras;" "
2010;2010-06-22 00:00:00.000;" 16:00 ";Group A;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;Mexico;0;1;Uruguay;" "
2010;2010-06-22 00:00:00.000;" 16:00 ";Group A;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;France;1;2;South Africa;" "
2010;2010-06-22 00:00:00.000;" 20:30 ";Group B;Durban Stadium;"Durban ";South Africa;Nigeria;2;2;Korea Republic;" "
2010;2010-06-22 00:00:00.000;" 20:30 ";Group B;Peter Mokaba Stadium;"Polokwane ";South Africa;Greece;0;2;Argentina;" "
2010;2010-06-23 00:00:00.000;" 16:00 ";Group C;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Slovenia;0;1;England;" "
2010;2010-06-23 00:00:00.000;" 16:00 ";Group C;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;USA;1;0;Algeria;" "
2010;2010-06-23 00:00:00.000;" 20:30 ";Group D;Soccer City Stadium;"Johannesburg ";South Africa;Ghana;0;1;Germany;" "
2010;2010-06-23 00:00:00.000;" 20:30 ";Group D;Mbombela Stadium;"Nelspruit ";South Africa;Australia;2;1;Serbia;" "
2010;2010-06-24 00:00:00.000;" 16:00 ";Group F;Ellis Park Stadium;"Johannesburg ";South Africa;Slovakia;3;2;Italy;" "
2010;2010-06-24 00:00:00.000;" 16:00 ";Group F;Peter Mokaba Stadium;"Polokwane ";South Africa;Paraguay;0;0;New Zealand;" "
2010;2010-06-24 00:00:00.000;" 20:30 ";Group E;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;Denmark;1;3;Japan;" "
2010;2010-06-24 00:00:00.000;" 20:30 ";Group E;Cape Town Stadium;"Cape Town ";South Africa;Cameroon;1;2;Netherlands;" "
2010;2010-06-25 00:00:00.000;" 16:00 ";Group G;Durban Stadium;"Durban ";South Africa;Portugal;0;0;Brazil;" "
2010;2010-06-25 00:00:00.000;" 16:00 ";Group G;Mbombela Stadium;"Nelspruit ";South Africa;Korea DPR;0;3;Cï¿½te d'Ivoire;" "
2010;2010-06-25 00:00:00.000;" 20:30 ";Group H;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;Chile;1;2;Spain;" "
2010;2010-06-25 00:00:00.000;" 20:30 ";Group H;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;Switzerland;0;0;Honduras;" "
2010;2010-06-26 00:00:00.000;" 16:00 ";Round of 16;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Uruguay;2;1;Korea Republic;" "
2010;2010-06-26 00:00:00.000;" 20:30 ";Round of 16;Royal Bafokeng Sports Palace;"Phokeng ";South Africa;USA;1;2;Ghana;"Ghana win after extra time "
2010;2010-06-27 00:00:00.000;" 16:00 ";Round of 16;Free State Stadium;"Mangaung/Bloemfontein ";South Africa;Germany;4;1;England;" "
2010;2010-06-27 00:00:00.000;" 20:30 ";Round of 16;Soccer City Stadium;"Johannesburg ";South Africa;Argentina;3;1;Mexico;" "
2010;2010-06-28 00:00:00.000;" 16:00 ";Round of 16;Durban Stadium;"Durban ";South Africa;Netherlands;2;1;Slovakia;" "
2010;2010-06-28 00:00:00.000;" 20:30 ";Round of 16;Ellis Park Stadium;"Johannesburg ";South Africa;Brazil;3;0;Chile;" "
2010;2010-06-29 00:00:00.000;" 16:00 ";Round of 16;Loftus Versfeld Stadium;"Tshwane/Pretoria ";South Africa;Paraguay;0;0;Japan;"Paraguay win on penalties (5 - 3) "
2010;2010-06-29 00:00:00.000;" 20:30 ";Round of 16;Cape Town Stadium;"Cape Town ";South Africa;Spain;1;0;Portugal;" "
2010;2010-07-02 00:00:00.000;" 16:00 ";Quarter-finals;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Netherlands;2;1;Brazil;" "
